county,IndexYear,Location,Population,Total,Rate,VTotal,VRate,Murder,Rape,Robbery,Assault,PTotal,PRate,Arson,Burglary,Theft,MVTheft,,,,
CLALLAM,2003,COUNTY TOTAL,"65,300","2,256",34.5,109,1.7,0,21,10,78,"2,147",32.9,19,489,"1,533",106,,,,
CLALLAM,2004,COUNTY TOTAL,"65,900","2,007",30.5,169,2.6,3,47,16,103,"1,838",27.9,24,398,"1,289",127,,,,
CLALLAM,2005,COUNTY TOTAL,"66,800","2,528",37.8,157,2.4,0,53,13,91,"2,371",35.5,45,488,"1,645",193,,,,
CLALLAM,2006,COUNTY TOTAL,"67,800","2,579",38,173,2.6,2,48,18,105,"2,406",35.5,27,491,"1,733",155,,,,
CLALLAM,2007,COUNTY TOTAL,"68,500","2,186",31.9,182,2.7,1,51,16,114,"2,004",29.3,19,381,"1,484",120,,,,
CLALLAM,2008,COUNTY TOTAL,"69,200","2,100",30.3,190,2.7,3,54,23,110,"1,910",27.6,27,374,"1,426",83,,,,
CLALLAM,2009,COUNTY TOTAL,"69,500","1,977",28.4,213,3.1,3,53,28,129,"1,764",25.4,13,403,"1,272",76,,,,
CLALLAM,2010,COUNTY TOTAL,"70,100","2,289",32.7,192,2.7,1,28,28,135,"2,097",29.9,10,482,"1,524",81,,,,
CLALLAM,2011,COUNTY TOTAL,"71,600","2,403",33.6,188,2.6,2,30,22,134,"2,215",30.9,12,507,"1,579",117,,,,
CLALLAM,1994,Clallam County Sheriffs Office,"36,700",685,18.7,59,1.6,2,10,1,46,626,17.1,9,163,411,43,,,,
CLALLAM,1995,Clallam County Sheriffs Office,"37,491",831,22.2,66,1.8,0,13,4,49,765,20.4,11,231,477,46,,,,
CLALLAM,1996,Clallam County Sheriffs Office,"38,530",714,18.5,68,1.8,0,10,1,57,646,16.8,6,147,466,27,,,,
CLALLAM,1997,Clallam County Sheriffs Office,"39,675",700,17.6,64,1.6,1,13,3,47,636,16,8,198,396,34,,,,
CLALLAM,1998,Clallam County Sheriffs Office,"39,985",679,17,62,1.6,1,8,5,48,617,15.4,14,192,378,33,,,,
CLALLAM,1999,Clallam County Sheriffs Office,"40,045",646,16.1,41,1,0,5,0,36,605,15.1,7,180,366,52,,,,
CLALLAM,2000,Clallam County Sheriffs Office,"39,890",612,15.3,41,1,1,9,2,29,571,14.3,4,154,381,32,,,,
CLALLAM,2001,Clallam County Sheriffs Office,"38,519",878,22.8,33,0.9,2,11,2,18,845,21.9,6,211,572,56,,,,
CLALLAM,2002,Clallam County Sheriffs Office,"38,970",853,21.9,42,1.1,0,7,5,30,811,20.8,7,262,482,60,,,,
CLALLAM,2003,Clallam County Sheriffs Office,"39,265",913,23.3,50,1.3,0,9,2,39,863,22,10,245,562,46,,,,
CLALLAM,2004,Clallam County Sheriffs Office,"39,660",706,17.8,81,2,1,21,4,55,625,15.8,6,187,375,57,,,,
CLALLAM,2005,Clallam County Sheriffs Office,"40,305",908,22.5,75,1.9,0,26,5,44,833,20.7,13,216,514,90,,,,
CLALLAM,2006,Clallam County Sheriffs Office,"40,635",919,22.6,69,1.7,1,22,4,42,850,20.9,7,239,543,61,,,,
CLALLAM,2007,Clallam County Sheriffs Office,"40,985",780,19,73,1.8,0,24,1,48,707,17.3,4,170,484,49,,,,
CLALLAM,2008,Clallam County Sheriffs Office,"41,215",651,15.8,59,1.4,2,25,2,30,592,14.4,7,166,380,39,,,,
CLALLAM,2009,Clallam County Sheriffs Office,"41,340",693,16.8,87,2.1,0,21,7,59,606,14.7,3,183,387,33,,,,
CLALLAM,2010,Clallam County Sheriffs Office,"41,695",718,17.2,63,1.5,0,8,4,51,655,15.7,2,196,429,28,,,,
CLALLAM,2011,Clallam County Sheriffs Office,"42,395",916,21.6,60,1.4,0,9,3,48,856,20.2,7,255,533,61,,,,
CLALLAM,1994,Forks Police Department,"3,355",222,66.2,2,0.6,0,0,0,2,220,65.6,0,28,186,6,,,,
CLALLAM,1995,Forks Police Department,"3,369",158,46.9,9,2.7,0,6,0,3,149,44.2,1,16,128,4,,,,
CLALLAM,1996,Forks Police Department,"3,390",157,46.3,7,2.1,0,2,0,5,150,44.2,1,29,116,4,,,,
CLALLAM,1997,Forks Police Department,"3,460",170,49.1,13,3.8,0,4,2,7,157,45.4,5,31,114,7,,,,
CLALLAM,1998,Forks Police Department,"3,450",163,47.2,4,1.2,0,0,0,4,159,46.1,1,22,129,7,,,,
CLALLAM,1999,Forks Police Department,"3,460",125,36.1,9,2.6,0,2,2,5,116,33.5,0,16,89,11,,,,
CLALLAM,2000,Forks Police Department,"3,450",176,51,12,3.5,0,2,0,10,164,47.5,0,25,134,5,,,,
CLALLAM,2001,Forks Police Department,"3,145",280,89,18,5.7,0,4,3,11,262,83.3,0,46,211,5,,,,
CLALLAM,2002,Forks Police Department,"3,130",182,58.1,3,1,0,0,0,3,179,57.2,0,48,124,7,,,,
CLALLAM,2003,Forks Police Department,"3,125",191,61.1,5,1.6,0,2,0,3,186,59.5,0,53,125,8,,,,
CLALLAM,2004,Forks Police Department,"3,125",169,54.1,8,2.6,0,0,1,7,161,51.5,0,43,106,12,,,,
CLALLAM,2005,Forks Police Department,"3,125",217,69.4,10,3.2,0,2,0,8,207,66.2,0,51,149,7,,,,
CLALLAM,2006,Forks Police Department,"3,165",213,67.3,13,4.1,0,6,1,6,200,63.2,0,49,148,3,,,,
CLALLAM,2007,Forks Police Department,"3,175",199,62.7,21,6.6,0,2,1,18,178,56.1,0,44,133,1,,,,
CLALLAM,2008,Forks Police Department,"3,205",185,57.7,39,12.2,0,7,5,27,146,45.6,0,27,118,1,,,,
CLALLAM,2009,Forks Police Department,"3,185",118,37,26,8.2,2,5,2,17,92,28.9,0,23,68,1,,,,
CLALLAM,2010,Forks Police Department,"3,195",111,34.7,15,4.7,1,3,0,11,96,30,2,15,77,2,,,,
CLALLAM,2011,Forks Police Department,"3,500",94,26.9,14,4,0,1,2,11,80,22.9,0,16,61,3,,,,
CLALLAM,1994,Port Angeles Police Department,"18,310","1,217",66.5,54,2.9,0,11,17,26,"1,163",63.5,8,211,891,53,,,,
CLALLAM,1995,Port Angeles Police Department,"18,540","1,219",65.7,51,2.8,1,7,15,28,"1,168",63,9,240,862,57,,,,
CLALLAM,1996,Port Angeles Police Department,"18,790","1,084",57.7,57,3,1,18,13,25,"1,027",54.7,21,212,757,37,,,,
CLALLAM,1997,Port Angeles Police Department,"18,890","1,068",56.5,40,2.1,2,14,4,20,"1,028",54.4,11,201,771,45,,,,
CLALLAM,1998,Port Angeles Police Department,"18,860","1,114",59.1,53,2.8,0,14,8,31,"1,061",56.3,10,179,817,55,,,,
CLALLAM,1999,Port Angeles Police Department,"18,950",947,50,24,1.3,0,8,3,13,923,48.7,15,134,728,46,,,,
CLALLAM,2000,Port Angeles Police Department,"18,930","1,021",53.9,31,1.6,0,7,9,15,990,52.3,6,164,793,27,,,,
CLALLAM,2001,Port Angeles Police Department,"18,420",897,48.7,55,3,0,11,9,35,842,45.7,15,155,643,29,,,,
CLALLAM,2002,Port Angeles Police Department,"18,430",815,44.2,51,2.8,0,4,15,32,764,41.5,14,133,566,51,,,,
CLALLAM,2003,Port Angeles Police Department,"18,470",900,48.7,46,2.5,0,8,7,31,854,46.2,8,154,648,44,,,,
CLALLAM,2004,Port Angeles Police Department,"18,530",920,49.6,75,4,1,24,9,41,845,45.6,18,146,628,53,,,,
CLALLAM,2005,Port Angeles Police Department,"18,640","1,101",59.1,63,3.4,0,23,7,33,"1,038",55.7,28,178,747,85,,,,
CLALLAM,2006,Port Angeles Police Department,"18,970","1,155",60.9,80,4.2,1,20,11,48,"1,075",56.7,16,174,804,81,,,,
CLALLAM,2007,Port Angeles Police Department,"19,010",963,50.7,76,4,1,24,12,39,887,46.7,14,135,674,64,,,,
CLALLAM,2008,Port Angeles Police Department,"19,170",998,52.1,67,3.5,1,16,14,36,931,48.6,17,145,735,34,,,,
CLALLAM,2009,Port Angeles Police Department,"19,260",890,46.2,80,4.2,1,25,15,39,810,42.1,8,152,616,34,,,,
CLALLAM,2010,Port Angeles Police Department,"19,380","1,096",56.6,93,4.8,0,16,20,57,"1,003",51.8,3,230,725,45,,,,
CLALLAM,2011,Port Angeles Police Department,"19,080","1,067",55.9,102,5.3,2,17,14,69,965,50.6,2,196,722,45,,,,
CLALLAM,1994,Sequim Police Department,"4,135",312,75.5,14,3.4,0,4,2,8,298,72.1,3,68,225,2,,,,
CLALLAM,1995,Sequim Police Department,"4,200",288,68.6,12,2.9,1,0,1,10,276,65.7,1,40,229,6,,,,
CLALLAM,1996,Sequim Police Department,"4,290",262,61.1,7,1.6,0,2,2,3,255,59.4,3,25,223,4,,,,
CLALLAM,1997,Sequim Police Department,"4,375",250,57.1,9,2.1,0,2,2,5,241,55.1,1,45,187,8,,,,
CLALLAM,1998,Sequim Police Department,"4,405",268,60.8,15,3.4,0,2,4,9,253,57.4,4,34,209,6,,,,
CLALLAM,1999,Sequim Police Department,"4,445",247,55.6,9,2,0,2,3,4,238,53.5,1,35,193,9,,,,
CLALLAM,2000,Sequim Police Department,"4,430",210,47.4,0,0,0,0,0,0,210,47.4,0,12,197,1,,,,
CLALLAM,2001,Sequim Police Department,"4,370",289,66.1,3,0.7,0,1,2,0,286,65.4,0,22,262,2,,,,
CLALLAM,2002,Sequim Police Department,"4,370",286,65.4,6,1.4,0,1,2,3,280,64.1,2,25,240,13,,,,
CLALLAM,2003,Sequim Police Department,"4,440",252,56.8,8,1.8,0,2,1,5,244,55,1,37,198,8,,,,
CLALLAM,2004,Sequim Police Department,"4,585",212,46.2,5,1.1,1,2,2,0,207,45.1,0,22,180,5,,,,
CLALLAM,2005,Sequim Police Department,"4,730",302,63.8,9,1.9,0,2,1,6,293,61.9,4,43,235,11,,,,
CLALLAM,2006,Sequim Police Department,"5,030",292,58.1,11,2.2,0,0,2,9,281,55.9,4,29,238,10,,,,
CLALLAM,2007,Sequim Police Department,"5,330",244,45.8,12,2.3,0,1,2,9,232,43.5,1,32,193,6,,,,
CLALLAM,2008,Sequim Police Department,"5,610",266,47.4,25,4.5,0,6,2,17,241,43,3,36,193,9,,,,
CLALLAM,2009,Sequim Police Department,"5,715",276,48.3,20,3.5,0,2,4,14,256,44.8,2,45,201,8,,,,
CLALLAM,2010,Sequim Police Department,"5,830",364,62.4,21,3.6,0,1,4,16,343,58.8,3,41,293,6,,,,
CLALLAM,2011,Sequim Police Department,"6,625",326,49.2,12,1.8,0,3,3,6,314,47.4,3,40,263,8,,,,
CLARK,1994,Battle Ground Police Department,"4,720",215,45.6,4,0.8,0,1,2,1,211,44.7,14,36,153,8,,,,
CLARK,1995,Battle Ground Police Department,"5,015",241,48.1,10,2,0,0,0,10,231,46.1,2,39,184,6,,,,
CLARK,1996,Battle Ground Police Department,"5,450",267,49,11,2,0,4,2,5,256,47,3,31,204,18,,,,
CLARK,1997,Battle Ground Police Department,"6,948",300,43.2,9,1.3,0,1,1,7,291,41.9,4,42,237,8,,,,
CLARK,1998,Battle Ground Police Department,"8,460",298,35.2,19,2.2,0,3,6,10,279,33,4,48,216,11,,,,
CLARK,1999,Battle Ground Police Department,"9,075",294,32.4,11,1.2,0,2,3,6,283,31.2,0,36,229,18,,,,
CLARK,2000,Battle Ground Police Department,"9,605",383,39.9,14,1.5,0,4,0,10,369,38.4,9,54,294,12,,,,
CLARK,2001,Battle Ground Police Department,"10,040",363,36.2,10,1,2,1,2,5,353,35.2,6,37,281,29,,,,
CLARK,2002,Battle Ground Police Department,"11,110",386,34.7,24,2.2,0,11,2,11,362,32.6,5,64,278,15,,,,
CLARK,2003,Battle Ground Police Department,"12,560",546,43.5,17,1.4,0,3,2,12,529,42.1,5,104,393,27,,,,
CLARK,2004,Battle Ground Police Department,"14,220",466,32.8,30,2.1,1,9,3,17,436,30.7,7,88,314,27,,,,
CLARK,2005,Battle Ground Police Department,"14,960",530,35.4,24,1.6,0,11,3,10,506,33.8,6,87,393,20,,,,
CLARK,2006,Battle Ground Police Department,"15,810",540,34.2,30,1.9,0,12,3,15,510,32.3,5,85,391,29,,,,
CLARK,2007,Battle Ground Police Department,"16,240",423,26,33,2,0,11,3,19,390,24,5,91,270,24,,,,
CLARK,2008,Battle Ground Police Department,"16,710",407,24.4,38,2.3,0,13,5,20,369,22.1,0,65,276,28,,,,
CLARK,2009,Battle Ground Police Department,"17,150",549,32,62,3.6,1,24,7,30,487,28.4,3,59,392,33,,,,
CLARK,2010,Battle Ground Police Department,"17,400",522,30,34,2,0,10,7,17,488,28,3,86,367,32,,,,
CLARK,2011,Battle Ground Police Department,"17,780",439,24.7,32,1.8,0,9,2,21,407,22.9,0,60,330,17,,,,
CLARK,1994,COUNTY TOTAL,"280,670","13,100",46.7,"1,013",3.6,13,138,305,557,"12,087",43.1,126,"2,499","8,118","1,344",,,,
CLARK,1995,COUNTY TOTAL,"290,870","14,785",50.8,"1,220",4.2,5,191,336,688,"13,565",46.6,77,"2,856","9,037","1,595",,,,
CLARK,1996,COUNTY TOTAL,"303,388","11,496",37.9,"1,211",4,6,163,323,719,"10,285",33.9,69,"2,405","6,632","1,179",,,,
CLARK,1997,COUNTY TOTAL,"316,693","12,180",38.5,"1,327",4.2,10,81,241,995,"10,853",34.3,41,"2,437","6,811","1,564",,,,
CLARK,1998,COUNTY TOTAL,"327,890","11,624",35.5,"1,222",3.7,6,86,244,886,"10,402",31.7,61,"2,321","6,581","1,439",,,,
CLARK,1999,COUNTY TOTAL,"336,890","12,130",36,"1,009",3,4,107,221,677,"11,121",33,70,"2,364","7,705",982,,,,
CLARK,2000,COUNTY TOTAL,"344,900","13,495",39.1,954,2.8,5,104,212,633,"12,541",36.4,163,"2,278","9,044","1,056",,,,
CLARK,2001,COUNTY TOTAL,"352,505","14,191",40.3,"1,010",2.9,10,108,188,704,"13,181",37.4,127,"2,259","9,939",856,,,,
CLARK,2002,COUNTY TOTAL,"363,315","13,824",38,867,2.4,3,163,249,452,"12,957",35.7,96,"2,409","9,067","1,385",,,,
CLARK,2003,COUNTY TOTAL,"372,215","16,992",45.7,961,2.6,4,201,225,531,"16,031",43.1,89,"2,781","11,151","2,010",,,,
CLARK,2004,COUNTY TOTAL,"383,220","16,480",43,984,2.6,12,189,212,571,"15,496",40.4,100,"2,696","10,719","1,981",,,,
CLARK,2005,COUNTY TOTAL,"391,410","15,802",40.4,998,2.5,12,219,239,528,"14,804",37.8,76,"2,736","10,084","1,908",,,,
CLARK,2006,COUNTY TOTAL,"403,410","13,604",33.7,924,2.3,5,215,196,508,"12,680",31.4,118,"2,366","8,584","1,612",,,,
CLARK,2007,COUNTY TOTAL,"414,925","13,025",31.4,991,2.4,9,208,224,550,"12,034",29,129,"2,058","8,207","1,640",,,,
CLARK,2008,COUNTY TOTAL,"424,115","13,039",30.7,983,2.3,2,206,236,539,"12,056",28.4,107,"1,868","8,136","1,945",,,,
CLARK,2009,COUNTY TOTAL,"431,115","12,158",28.2,"1,033",2.4,8,228,235,562,"11,125",25.8,94,"1,830","7,741","1,460",,,,
CLARK,2010,COUNTY TOTAL,"435,515","13,203",30.3,990,2.3,1,195,240,554,"12,213",28,100,"2,074","8,579","1,460",,,,
CLARK,2011,COUNTY TOTAL,"427,915","12,437",29.1,961,2.2,13,171,258,519,"11,476",26.8,73,"2,034","8,046","1,323",,,,
CLARK,1994,Camas Police Department,"7,430",394,53,11,1.5,0,3,1,7,383,51.5,7,69,297,10,,,,
CLARK,1995,Camas Police Department,"8,015",436,54.4,22,2.7,0,2,4,16,414,51.7,2,75,309,28,,,,
CLARK,1996,Camas Police Department,"8,810",345,39.2,6,0.7,0,2,0,4,339,38.5,2,49,272,16,,,,
CLARK,1997,Camas Police Department,"9,550",415,43.5,8,0.8,0,0,1,7,407,42.6,1,66,319,21,,,,
CLARK,1998,Camas Police Department,"10,300",349,33.9,10,1,0,1,3,6,339,32.9,2,50,268,19,,,,
CLARK,1999,Camas Police Department,"10,870",329,30.3,16,1.5,0,5,5,6,313,28.8,1,59,238,15,,,,
CLARK,2000,Camas Police Department,"11,350",378,33.3,5,0.4,0,2,2,1,373,32.9,3,64,291,15,,,,
CLARK,2001,Camas Police Department,"12,970",454,35,15,1.2,0,1,0,14,439,33.8,0,85,340,14,,,,
CLARK,2002,Camas Police Department,"13,540",377,27.8,7,0.5,0,0,1,6,370,27.3,4,57,287,22,,,,
CLARK,2003,Camas Police Department,"14,200",572,40.3,16,1.1,0,8,1,7,556,39.2,4,85,425,42,,,,
CLARK,2004,Camas Police Department,"15,360",597,38.9,9,0.6,0,8,0,1,588,38.3,5,92,470,21,,,,
CLARK,2005,Camas Police Department,"15,460",566,36.6,13,0.8,0,8,3,2,553,35.8,11,112,403,27,,,,
CLARK,2006,Camas Police Department,"15,880",521,32.8,23,1.4,0,4,7,12,498,31.4,8,80,394,16,,,,
