county,IndexYear,Location,Population,Total,Rate,VTotal,VRate,Murder,Rape,Robbery,Assault,PTotal,PRate,Arson,Burglary,Theft,MVTheft,,,,
PACIFIC,2005,Ilwaco Police Department,975,60,61.5,0,0,0,0,0,0,60,61.5,2,9,48,1,,,,
PACIFIC,2006,Ilwaco Police Department,"1,015",42,41.4,2,2,0,1,0,1,40,39.4,0,17,20,3,,,,
PACIFIC,2007,Ilwaco Police Department,"1,040",57,54.8,1,1,0,0,0,1,56,53.8,0,8,46,2,,,,
PACIFIC,2008,Ilwaco Police Department,"1,070",45,42.1,11,10.3,0,0,1,10,34,31.8,0,4,29,1,,,,
PACIFIC,2009,Ilwaco Police Department,"1,070",33,30.8,3,2.8,1,0,0,2,30,28,1,11,15,3,,,,
PACIFIC,2010,Ilwaco Police Department,"1,115",25,22.4,0,0,0,0,0,0,25,22.4,0,7,16,2,,,,
PACIFIC,2011,Ilwaco Police Department,935,22,23.5,1,1.1,0,0,0,1,21,22.5,0,6,14,1,,,,
PACIFIC,1994,Long Beach Police Department,"1,360",118,86.8,15,11,0,1,0,14,103,75.7,0,32,63,8,,,,
PACIFIC,1995,Long Beach Police Department,"1,365",148,108.4,5,3.7,0,0,0,5,143,104.8,0,22,117,4,,,,
PACIFIC,1996,Long Beach Police Department,"1,400",135,96.4,14,10,0,1,1,12,121,86.4,0,19,98,4,,,,
PACIFIC,1997,Long Beach Police Department,"1,410",96,68.1,8,5.7,0,0,1,7,88,62.4,0,17,69,2,,,,
PACIFIC,1998,Long Beach Police Department,"1,420",180,126.8,35,24.6,0,3,0,32,145,102.1,0,35,102,8,,,,
PACIFIC,1999,Long Beach Police Department,"1,440",139,96.5,22,15.3,0,2,4,16,117,81.3,0,10,101,6,,,,
PACIFIC,2000,Long Beach Police Department,"1,435",105,73.2,6,4.2,0,1,0,5,99,69,0,20,77,2,,,,
PACIFIC,2001,Long Beach Police Department,"1,385",93,67.1,12,8.7,0,1,0,11,81,58.5,0,25,50,6,,,,
PACIFIC,2002,Long Beach Police Department,"1,340",64,47.8,2,1.5,0,0,0,2,62,46.3,0,21,40,1,,,,
PACIFIC,2003,Long Beach Police Department,"1,345",103,76.6,4,3,0,1,0,3,99,73.6,0,34,59,6,,,,
PACIFIC,2004,Long Beach Police Department,"1,360",139,102.2,3,2.2,0,0,0,3,136,100,0,43,86,7,,,,
PACIFIC,2005,Long Beach Police Department,"1,395",130,93.2,8,5.7,0,1,2,5,122,87.5,1,30,84,7,,,,
PACIFIC,2006,Long Beach Police Department,"1,455",96,66,5,3.4,1,0,1,3,91,62.5,0,21,66,4,,,,
PACIFIC,2007,Long Beach Police Department,"1,460",92,63,2,1.4,0,2,0,0,90,61.6,0,26,60,4,,,,
PACIFIC,2008,Long Beach Police Department,"1,510",96,63.6,4,2.6,0,2,0,2,92,60.9,0,49,41,2,,,,
PACIFIC,2009,Long Beach Police Department,"1,535",79,51.5,2,1.3,1,0,0,1,77,50.2,0,18,57,2,,,,
PACIFIC,2010,Long Beach Police Department,"1,535",89,58,4,2.6,0,1,0,3,85,55.4,0,26,58,1,,,,
PACIFIC,2011,Long Beach Police Department,"1,390",61,43.9,3,2.2,0,0,0,3,58,41.7,0,22,35,1,,,,
PACIFIC,1994,Pacific County Sheriffs Office,"14,470",564,39,29,2,1,4,1,23,535,37,2,201,311,21,,,,
PACIFIC,1995,Pacific County Sheriffs Office,"14,910",551,37,36,2.4,0,7,3,26,515,34.5,5,192,288,30,,,,
PACIFIC,1996,Pacific County Sheriffs Office,"15,080",630,41.8,52,3.4,2,8,2,40,578,38.3,2,198,338,40,,,,
PACIFIC,1997,Pacific County Sheriffs Office,"14,375",568,39.5,45,3.1,1,3,1,40,523,36.4,3,212,285,23,,,,
PACIFIC,1998,Pacific County Sheriffs Office,"14,533",583,40.1,47,3.2,1,5,5,36,536,36.9,5,194,304,33,,,,
PACIFIC,1999,Pacific County Sheriffs Office,"14,600",523,35.8,28,1.9,0,5,1,22,495,33.9,5,176,285,29,,,,
PACIFIC,2000,Pacific County Sheriffs Office,"14,481",511,35.3,37,2.6,0,6,3,28,474,32.7,3,177,267,27,,,,
PACIFIC,2001,Pacific County Sheriffs Office,"13,885",534,38.5,30,2.2,1,1,1,27,504,36.3,3,187,290,24,,,,
PACIFIC,2002,Pacific County Sheriffs Office,"13,940",484,34.7,35,2.5,0,9,4,22,449,32.2,0,184,245,20,,,,
PACIFIC,2003,Pacific County Sheriffs Office,"13,880",589,42.4,27,1.9,1,6,3,17,562,40.5,0,215,318,29,,,,
PACIFIC,2004,Pacific County Sheriffs Office,"13,955",674,48.3,35,2.5,0,4,3,28,639,45.8,6,294,305,34,,,,
PACIFIC,2005,Pacific County Sheriffs Office,"14,200",695,48.9,30,2.1,2,2,2,24,665,46.8,1,248,375,41,,,,
PACIFIC,2006,Pacific County Sheriffs Office,"14,255",626,43.9,22,1.5,0,6,1,15,604,42.4,1,228,337,38,,,,
PACIFIC,2007,Pacific County Sheriffs Office,"14,325",429,29.9,21,1.5,0,2,2,17,408,28.5,0,155,218,35,,,,
PACIFIC,2008,Pacific County Sheriffs Office,"14,445",405,28,22,1.5,0,4,1,17,383,26.5,3,158,204,18,,,,
PACIFIC,2009,Pacific County Sheriffs Office,"14,415",346,24,42,2.9,0,9,1,32,304,21.1,1,142,151,10,,,,
PACIFIC,2010,Pacific County Sheriffs Office,"14,645",466,31.8,22,1.5,0,4,3,15,444,30.3,5,189,225,25,,,,
PACIFIC,2011,Pacific County Sheriffs Office,"14,070",347,24.7,13,0.9,1,6,1,5,334,23.7,1,163,154,16,,,,
PACIFIC,1994,Raymond Police Department,"2,885",86,29.8,3,1,0,1,0,2,83,28.8,0,17,63,3,,,,
PACIFIC,1995,Raymond Police Department,"2,905",162,55.8,11,3.8,0,0,0,11,151,52,0,30,117,4,,,,
PACIFIC,1996,Raymond Police Department,"2,960",129,43.6,6,2,0,0,0,6,123,41.6,0,14,101,8,,,,
PACIFIC,1997,Raymond Police Department,"2,971",160,53.9,5,1.7,0,1,0,4,155,52.2,2,12,133,8,,,,
PACIFIC,1998,Raymond Police Department,"2,997",152,50.7,0,0,0,0,0,0,152,50.7,1,21,121,9,,,,
PACIFIC,1999,Raymond Police Department,"2,950",27,9.2,6,2,0,0,0,6,21,7.1,0,5,16,0,,,,
PACIFIC,2000,Raymond Police Department,"2,920",19,6.5,3,1,0,0,0,3,16,5.5,0,1,15,0,,,,
PACIFIC,2001,Raymond Police Department,"2,975",30,10.1,3,1,0,1,0,2,27,9.1,0,4,20,3,,,,
PACIFIC,2002,Raymond Police Department,"2,985",53,17.8,16,5.4,0,0,1,15,37,12.4,0,1,36,0,,,,
PACIFIC,2003,Raymond Police Department,"2,960",61,20.6,2,0.7,0,0,0,2,59,19.9,1,5,49,4,,,,
PACIFIC,2004,Raymond Police Department,"2,970",49,16.5,3,1,0,0,0,3,46,15.5,0,7,38,1,,,,
PACIFIC,2005,Raymond Police Department,"2,975",62,20.8,4,1.3,0,1,0,3,58,19.5,0,5,51,2,,,,
PACIFIC,2006,Raymond Police Department,"3,005",71,23.6,10,3.3,0,0,1,9,61,20.3,1,30,28,2,,,,
PACIFIC,2007,Raymond Police Department,"3,005",87,29,5,1.7,0,1,0,4,82,27.3,0,31,45,6,,,,
PACIFIC,2008,Raymond Police Department,"3,005",113,37.6,12,4,0,0,0,12,101,33.6,1,21,72,7,,,,
PACIFIC,2009,Raymond Police Department,"3,010",89,29.6,9,3,0,1,0,8,80,26.6,0,35,42,3,,,,
PACIFIC,2010,Raymond Police Department,"3,065",81,26.4,6,2,0,1,0,5,75,24.5,0,26,45,4,,,,
PACIFIC,2011,Raymond Police Department,"2,870",95,33.1,4,1.4,0,1,0,3,91,31.7,0,24,66,1,,,,
PACIFIC,1994,South Bend Police Department,"1,585",39,24.6,7,4.4,1,1,0,5,32,20.2,0,4,24,4,,,,
PACIFIC,1995,South Bend Police Department,"1,620",66,40.7,6,3.7,0,0,0,6,60,37,0,10,49,1,,,,
PACIFIC,1996,South Bend Police Department,"1,660",42,25.3,7,4.2,0,0,1,6,35,21.1,1,5,27,2,,,,
PACIFIC,1997,South Bend Police Department,"1,670",39,23.4,3,1.8,0,0,0,3,36,21.6,0,10,23,3,,,,
PACIFIC,1998,South Bend Police Department,"1,674",50,29.9,2,1.2,0,0,1,1,48,28.7,0,9,37,2,,,,
PACIFIC,1999,South Bend Police Department,"1,650",50,30.3,4,2.4,0,4,0,0,46,27.9,1,9,35,1,,,,
PACIFIC,2000,South Bend Police Department,"1,645",31,18.8,0,0,0,0,0,0,31,18.8,0,7,21,3,,,,
PACIFIC,2001,South Bend Police Department,"1,805",44,24.4,6,3.3,0,2,0,4,38,21.1,0,2,36,0,,,,
PACIFIC,2002,South Bend Police Department,"1,790",47,26.3,3,1.7,0,0,0,3,44,24.6,0,14,28,2,,,,
PACIFIC,2003,South Bend Police Department,"1,775",49,27.6,2,1.1,0,1,0,1,47,26.5,0,4,40,3,,,,
PACIFIC,2004,South Bend Police Department,"1,760",76,43.2,2,1.1,0,0,1,1,74,42,0,16,58,0,,,,
PACIFIC,2005,South Bend Police Department,"1,755",82,46.7,4,2.3,0,1,0,3,78,44.4,0,15,50,13,,,,
PACIFIC,2006,South Bend Police Department,"1,770",31,17.5,0,0,0,0,0,0,31,17.5,0,11,15,5,,,,
PACIFIC,2007,South Bend Police Department,"1,770",40,22.6,1,0.6,0,1,0,0,39,22,1,11,21,6,,,,
PACIFIC,2008,South Bend Police Department,"1,770",52,29.4,1,0.6,0,0,0,1,51,28.8,1,9,37,4,,,,
PACIFIC,2009,South Bend Police Department,"1,770",42,23.7,1,0.6,0,0,0,1,41,23.2,0,6,35,0,,,,
PACIFIC,2010,South Bend Police Department,"1,740",24,13.8,2,1.1,0,0,0,2,22,12.6,0,2,19,1,,,,
PACIFIC,2011,South Bend Police Department,"1,635",15,9.2,3,1.8,0,1,0,2,12,7.3,0,6,6,0,,,,
PEND OREILLE,1994,COUNTY TOTAL,"10,500",551,52.5,49,4.7,1,12,0,36,502,47.8,3,119,350,30,,,,
PEND OREILLE,1995,COUNTY TOTAL,"10,700",532,49.7,58,5.4,2,8,2,46,474,44.3,3,141,303,27,,,,
PEND OREILLE,1996,COUNTY TOTAL,"10,460",387,37,19,1.8,0,4,1,14,368,35.2,1,93,261,13,,,,
PEND OREILLE,1997,COUNTY TOTAL,"10,563",419,39.7,19,1.8,0,3,1,15,400,37.9,0,129,245,26,,,,
PEND OREILLE,1998,COUNTY TOTAL,"10,070",442,43.9,17,1.7,0,2,0,15,425,42.2,2,123,273,27,,,,
PEND OREILLE,1999,COUNTY TOTAL,"10,000",403,40.3,25,2.5,0,3,2,20,378,37.8,5,96,265,12,,,,
PEND OREILLE,2000,COUNTY TOTAL,"10,585",403,38.1,16,1.5,0,5,2,9,387,36.6,1,118,249,19,,,,
PEND OREILLE,2001,COUNTY TOTAL,"11,415",473,41.4,36,3.2,1,6,2,27,437,38.3,0,103,299,35,,,,
PEND OREILLE,2002,COUNTY TOTAL,"11,415",407,35.7,21,1.8,0,3,4,14,386,33.8,2,119,245,20,,,,
PEND OREILLE,2003,COUNTY TOTAL,"11,595",482,41.6,28,2.4,1,2,1,24,454,39.2,1,105,309,39,,,,
PEND OREILLE,2004,COUNTY TOTAL,"11,900",502,42.2,17,1.4,0,3,0,14,485,40.8,0,172,282,31,,,,
PEND OREILLE,2005,COUNTY TOTAL,"12,200",564,46.2,18,1.5,0,3,1,14,546,44.8,2,148,358,38,,,,
PEND OREILLE,2006,COUNTY TOTAL,"12,300",510,41.5,7,0.6,1,2,0,4,503,40.9,2,147,325,29,,,,
PEND OREILLE,2007,COUNTY TOTAL,"12,600",419,33.3,6,0.5,1,1,1,3,413,32.8,0,93,294,26,,,,
PEND OREILLE,2008,COUNTY TOTAL,"12,800",401,31.3,7,0.5,0,1,2,4,394,30.8,0,107,257,30,,,,
PEND OREILLE,2009,COUNTY TOTAL,"12,735",343,26.9,5,0.4,0,1,0,4,338,26.5,1,82,234,21,,,,
PEND OREILLE,2010,COUNTY TOTAL,"12,940",440,34,16,1.2,0,0,0,16,424,32.8,2,140,243,39,,,,
PEND OREILLE,2011,COUNTY TOTAL,"13,000",428,32.9,17,1.3,0,1,0,16,411,31.6,0,133,252,26,,,,
PEND OREILLE,2001,Cusick Police Department,210,20,95.2,6,28.6,0,2,0,4,14,66.7,0,4,9,1,,,,
PEND OREILLE,2002,Cusick Police Department,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PEND OREILLE,1994,Ione Police Department,501,41,81.8,0,0,0,0,0,0,41,81.8,0,10,28,3,,,,
PEND OREILLE,1995,Ione Police Department,506,18,35.6,3,5.9,0,0,0,3,15,29.6,0,5,10,0,,,,
PEND OREILLE,1996,Ione Police Department,502,6,12,2,4,0,0,0,2,4,8,0,2,2,0,,,,
PEND OREILLE,1997,Ione Police Department,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PEND OREILLE,1994,Newport Police Department,"1,780",175,98.3,15,8.4,0,3,0,12,160,89.9,1,14,140,5,,,,
PEND OREILLE,1995,Newport Police Department,"1,840",150,81.5,10,5.4,0,1,0,9,140,76.1,2,27,105,6,,,,
PEND OREILLE,1996,Newport Police Department,"1,910",113,59.2,4,2.1,0,1,0,3,109,57.1,0,12,97,0,,,,
PEND OREILLE,1997,Newport Police Department,"1,940",104,53.6,2,1,0,0,0,2,102,52.6,0,20,76,6,,,,
PEND OREILLE,1998,Newport Police Department,"1,955",155,79.3,6,3.1,0,2,0,4,149,76.2,2,35,107,5,,,,
PEND OREILLE,1999,Newport Police Department,"1,980",149,75.3,12,6.1,0,1,2,9,137,69.2,3,22,109,3,,,,
PEND OREILLE,2000,Newport Police Department,"2,015",122,60.5,4,2,0,0,2,2,118,58.6,1,15,96,6,,,,
PEND OREILLE,2001,Newport Police Department,"2,020",131,64.9,7,3.5,0,0,1,6,124,61.4,0,18,98,8,,,,
PEND OREILLE,2002,Newport Police Department,"2,005",123,61.3,8,4,0,0,3,5,115,57.4,1,18,87,9,,,,
PEND OREILLE,2003,Newport Police Department,"1,965",193,98.2,6,3.1,0,0,0,6,187,95.2,0,16,154,17,,,,
PEND OREILLE,2004,Newport Police Department,"1,965",146,74.3,7,3.6,0,1,0,6,139,70.7,0,30,105,4,,,,
PEND OREILLE,2005,Newport Police Department,"1,975",151,76.5,9,4.6,0,0,1,8,142,71.9,2,23,114,3,,,,
PEND OREILLE,2006,Newport Police Department,0,8,,0,,0,0,0,0,8,,0,2,6,0,,,,
PEND OREILLE,1994,Pend Oreille County Sheriffs Office,"8,219",335,40.8,34,4.1,1,9,0,24,301,36.6,2,95,182,22,,,,
PEND OREILLE,1995,Pend Oreille County Sheriffs Office,"8,354",364,43.6,45,5.4,2,7,2,34,319,38.2,1,109,188,21,,,,
PEND OREILLE,1996,Pend Oreille County Sheriffs Office,"8,048",268,33.3,13,1.6,0,3,1,9,255,31.7,1,79,162,13,,,,
PEND OREILLE,1997,Pend Oreille County Sheriffs Office,"8,117",315,38.8,17,2.1,0,3,1,13,298,36.7,0,109,169,20,,,,
PEND OREILLE,1998,Pend Oreille County Sheriffs Office,"8,115",287,35.4,11,1.4,0,0,0,11,276,34,0,88,166,22,,,,
PEND OREILLE,1999,Pend Oreille County Sheriffs Office,"8,020",254,31.7,13,1.6,0,2,0,11,241,30,2,74,156,9,,,,
PEND OREILLE,2000,Pend Oreille County Sheriffs Office,"8,570",281,32.8,12,1.4,0,5,0,7,269,31.4,0,103,153,13,,,,
PEND OREILLE,2001,Pend Oreille County Sheriffs Office,"9,185",322,35.1,23,2.5,1,4,1,17,299,32.6,0,81,192,26,,,,
PEND OREILLE,2002,Pend Oreille County Sheriffs Office,"9,200",284,30.9,13,1.4,0,3,1,9,271,29.5,1,101,158,11,,,,
PEND OREILLE,2003,Pend Oreille County Sheriffs Office,"9,630",289,30,22,2.3,1,2,1,18,267,27.7,1,89,155,22,,,,
PEND OREILLE,2004,Pend Oreille County Sheriffs Office,"9,935",356,35.8,10,1,0,2,0,8,346,34.8,0,142,177,27,,,,
PEND OREILLE,2005,Pend Oreille County Sheriffs Office,"10,225",413,40.4,9,0.9,0,3,0,6,404,39.5,0,125,244,35,,,,
PEND OREILLE,2006,Pend Oreille County Sheriffs Office,"12,300",502,40.8,7,0.6,1,2,0,4,495,40.2,2,145,319,29,,,,
PEND OREILLE,2007,Pend Oreille County Sheriffs Office,"12,600",419,33.3,6,0.5,1,1,1,3,413,32.8,0,93,294,26,,,,
PEND OREILLE,2008,Pend Oreille County Sheriffs Office,"12,800",401,31.3,7,0.5,0,1,2,4,394,30.8,0,107,257,30,,,,
PEND OREILLE,2009,Pend Oreille County Sheriffs Office,"12,735",343,26.9,5,0.4,0,1,0,4,338,26.5,1,82,234,21,,,,
PEND OREILLE,2010,Pend Oreille County Sheriffs Office,"12,940",440,34,16,1.2,0,0,0,16,424,32.8,2,140,243,39,,,,
PEND OREILLE,2011,Pend Oreille County Sheriffs Office,"13,000",428,32.9,17,1.3,0,1,0,16,411,31.6,0,133,252,26,,,,
PIERCE,1994,Bonney Lake Police Department,"8,805",438,49.7,10,1.1,1,3,2,4,428,48.6,0,87,320,21,,,,
PIERCE,1995,Bonney Lake Police Department,"9,085",478,52.6,18,2,0,3,5,10,460,50.6,3,61,376,20,,,,
PIERCE,1996,Bonney Lake Police Department,"9,350",414,44.3,14,1.5,0,3,3,8,400,42.8,1,68,310,21,,,,
PIERCE,1997,Bonney Lake Police Department,"9,590",415,43.3,19,2,0,2,9,8,396,41.3,0,83,290,23,,,,
PIERCE,1998,Bonney Lake Police Department,"9,825",489,49.8,29,3,0,2,15,12,460,46.8,0,97,328,35,,,,
PIERCE,1999,Bonney Lake Police Department,"10,060",478,47.5,17,1.7,0,4,4,9,461,45.8,0,82,347,32,,,,
PIERCE,2000,Bonney Lake Police Department,"10,280",503,48.9,17,1.7,1,3,3,10,486,47.3,0,73,372,41,,,,
PIERCE,2001,Bonney Lake Police Department,"9,980",637,63.8,19,1.9,0,1,8,10,618,61.9,6,95,463,54,,,,
PIERCE,2002,Bonney Lake Police Department,"12,360",788,63.8,35,2.8,0,4,9,22,753,60.9,0,122,556,75,,,,
PIERCE,2003,Bonney Lake Police Department,"12,950",686,53,39,3,0,3,11,25,647,50,6,97,472,72,,,,
PIERCE,2004,Bonney Lake Police Department,"13,740",578,42.1,16,1.2,0,5,6,5,562,40.9,4,107,390,61,,,,
PIERCE,2005,Bonney Lake Police Department,"14,370",638,44.4,42,2.9,0,3,6,33,596,41.5,3,94,430,69,,,,
PIERCE,2006,Bonney Lake Police Department,"15,230",633,41.6,43,2.8,0,5,5,33,590,38.7,9,96,428,57,,,,
PIERCE,2007,Bonney Lake Police Department,"15,740",499,31.7,31,2,0,3,4,24,468,29.7,4,81,337,46,,,,
PIERCE,2008,Bonney Lake Police Department,"16,220",471,29,33,2,1,4,4,24,438,27,5,87,317,29,,,,
PIERCE,2009,Bonney Lake Police Department,"16,500",419,25.4,26,1.6,0,4,8,14,393,23.8,0,71,296,26,,,,
PIERCE,2010,Bonney Lake Police Department,"16,690",498,29.8,29,1.7,0,2,9,18,469,28.1,5,85,346,33,,,,
PIERCE,2011,Bonney Lake Police Department,"17,500",528,30.2,31,1.8,1,2,4,24,497,28.4,2,93,378,24,,,,
PIERCE,1994,Buckley Police Department,"4,380",147,33.6,4,0.9,0,1,0,3,143,32.6,1,29,102,11,,,,
PIERCE,1995,Buckley Police Department,"4,475",139,31.1,5,1.1,0,3,0,2,134,29.9,2,24,102,6,,,,
PIERCE,1996,Buckley Police Department,"4,489",131,29.2,2,0.4,0,0,0,2,129,28.7,2,31,86,10,,,,
PIERCE,1997,Buckley Police Department,"4,549",123,27,9,2,0,4,1,4,114,25.1,0,29,79,6,,,,
PIERCE,1998,Buckley Police Department,"4,580",144,31.4,15,3.3,0,2,4,9,129,28.2,2,39,80,8,,,,
PIERCE,1999,Buckley Police Department,"4,629",149,32.2,10,2.2,0,4,1,5,139,30,3,22,94,20,,,,
PIERCE,2000,Buckley Police Department,"4,695",156,33.2,6,1.3,0,2,0,4,150,31.9,0,24,113,13,,,,
PIERCE,2001,Buckley Police Department,"4,980",175,35.1,12,2.4,0,7,3,2,163,32.7,2,23,118,20,,,,
PIERCE,2002,Buckley Police Department,"5,057",181,35.8,9,1.8,0,5,0,4,172,34,1,21,128,22,,,,
PIERCE,2003,Buckley Police Department,"5,160",153,29.7,9,1.7,0,3,2,4,144,27.9,1,19,108,16,,,,
PIERCE,2004,Buckley Police Department,"5,168",141,27.3,2,0.4,0,2,0,0,139,26.9,2,27,96,14,,,,
PIERCE,2005,Buckley Police Department,"5,160",115,22.3,4,0.8,0,0,1,3,111,21.5,0,13,82,16,,,,
PIERCE,2006,Buckley Police Department,"5,201",141,27.1,4,0.8,0,2,0,2,137,26.3,0,27,92,18,,,,
PIERCE,2007,Buckley Police Department,"5,210",143,27.4,5,1,1,2,0,2,138,26.5,0,23,99,16,,,,
PIERCE,2008,Buckley Police Department,"5,680",115,20.2,13,2.3,0,1,1,11,102,18,5,19,71,7,,,,
PIERCE,2009,Buckley Police Department,"5,745",136,23.7,7,1.2,0,0,1,6,129,22.5,3,33,89,4,,,,
PIERCE,2010,Buckley Police Department,"5,735",129,22.5,8,1.4,0,2,0,6,121,21.1,1,23,91,6,,,,
PIERCE,2011,Buckley Police Department,"5,430",142,26.2,5,0.9,0,0,1,4,137,25.2,3,22,106,6,,,,
PIERCE,1994,COUNTY TOTAL,"645,671","46,084",71.4,"5,941",9.2,64,442,"1,445","3,990","40,143",62.2,357,"7,895","26,527","5,364",,,,
PIERCE,1995,COUNTY TOTAL,"656,602","47,097",71.7,"5,660",8.6,53,386,"1,401","3,820","41,437",63.1,326,"8,368","27,856","4,887",,,,
PIERCE,1996,COUNTY TOTAL,"559,472","45,529",81.4,"4,866",8.7,45,304,"1,218","3,299","40,663",72.7,270,"7,959","27,356","5,078",,,,
PIERCE,1997,COUNTY TOTAL,"670,240","46,785",69.8,"5,291",7.9,36,385,"1,330","3,540","41,494",61.9,302,"8,532","27,502","5,158",,,,
PIERCE,1998,COUNTY TOTAL,"681,185","45,884",67.4,"4,878",7.2,46,337,"1,305","3,190","41,006",60.2,296,"8,284","26,916","5,510",,,,
PIERCE,1999,COUNTY TOTAL,"694,005","43,053",62,"4,388",6.3,20,348,"1,111","2,909","38,665",55.7,223,"8,045","25,010","5,387",,,,
PIERCE,2000,COUNTY TOTAL,"702,330","46,769",66.6,"4,544",6.5,33,341,"1,205","2,965","42,225",60.1,307,"8,276","27,476","6,166",,,,
PIERCE,2001,COUNTY TOTAL,"713,505","43,014",60.3,"3,783",5.3,33,333,"1,199","2,218","39,231",55,243,"7,230","25,270","6,488",,,,
PIERCE,2002,COUNTY TOTAL,"723,765","44,612",61.6,"4,004",5.5,29,402,"1,098","2,475","40,608",56.1,282,"7,541","26,427","6,358",,,,
PIERCE,2003,COUNTY TOTAL,"732,915","42,217",57.6,"4,179",5.7,27,344,"1,165","2,643","38,038",51.9,231,"7,610","24,253","5,944",,,,
PIERCE,2004,COUNTY TOTAL,"742,200","42,766",57.6,"4,031",5.4,26,385,"1,185","2,435","38,735",52.2,234,"8,130","24,006","6,365",,,,
PIERCE,2005,COUNTY TOTAL,"746,970","44,104",59,"4,087",5.5,28,331,"1,121","2,607","40,017",53.6,237,"8,348","24,022","7,410",,,,
PIERCE,2006,COUNTY TOTAL,"763,055","43,249",56.7,"4,204",5.5,35,353,"1,174","2,642","39,045",51.2,268,"8,414","23,276","7,087",,,,
PIERCE,2007,COUNTY TOTAL,"784,590","39,515",50.4,"4,105",5.2,29,297,"1,087","2,692","35,410",45.1,251,"7,274","21,343","6,542",,,,
PIERCE,2008,COUNTY TOTAL,"799,515","39,516",49.4,"4,202",5.3,30,371,"1,101","2,700","35,314",44.2,228,"7,266","22,461","5,359",,,,
PIERCE,2009,COUNTY TOTAL,"807,675","38,759",48,"4,188",5.2,33,339,"1,227","2,589","34,571",42.8,170,"7,846","22,767","3,788",,,,
PIERCE,2010,COUNTY TOTAL,"808,230","35,446",43.9,"3,751",4.6,26,317,"1,075","2,333","31,695",39.2,167,"7,944","19,484","4,100",,,,
PIERCE,2011,COUNTY TOTAL,"795,245","34,465",43.3,"3,339",4.2,23,296,906,"2,114","31,126",39.1,177,"7,711","19,150","4,088",,,,
PIERCE,2012,COUNTY TOTAL,"16,398",959,58.5,65,4,0,5,15,45,894,54.5,2,209,566,117,,,,
PIERCE,1996,Du Pont Police Department,680,2,2.9,0,0,0,0,0,0,2,2.9,0,0,2,0,,,,
PIERCE,1997,Du Pont Police Department,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PIERCE,2000,Du Pont Police Department,"2,060",4,1.9,1,0.5,0,0,0,1,3,1.5,0,1,1,1,,,,
PIERCE,2001,Du Pont Police Department,"2,855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PIERCE,2002,Du Pont Police Department,"3,295",23,7,2,0.6,0,0,0,2,21,6.4,0,11,5,5,,,,
PIERCE,2003,Du Pont Police Department,"3,685",20,5.4,3,0.8,0,0,0,3,17,4.6,1,6,7,3,,,,
PIERCE,2004,Du Pont Police Department,"4,425",20,4.5,4,0.9,0,0,1,3,16,3.6,0,5,11,0,,,,
PIERCE,2005,Du Pont Police Department,"5,410",45,8.3,4,0.7,0,0,0,4,41,7.6,1,6,25,9,,,,
PIERCE,2006,Du Pont Police Department,"6,610",83,12.6,6,0.9,0,1,0,5,77,11.6,2,11,59,5,,,,
PIERCE,2007,Du Pont Police Department,"7,045",39,5.5,2,0.3,0,0,0,2,37,5.3,0,15,21,1,,,,
PIERCE,2008,Du Pont Police Department,"7,390",66,8.9,12,1.6,0,2,1,9,54,7.3,0,15,36,3,,,,
PIERCE,2009,Du Pont Police Department,"7,650",76,9.9,7,0.9,0,1,2,4,69,9,0,15,50,4,,,,
PIERCE,2010,Du Pont Police Department,"7,930",58,7.3,7,0.9,0,0,0,7,51,6.4,0,13,35,3,,,,
PIERCE,2011,Du Pont Police Department,"8,430",43,5.1,5,0.6,0,0,0,5,38,4.5,1,10,20,7,,,,
PIERCE,1994,Eatonville Police Department,"1,555",97,62.4,2,1.3,0,0,0,2,95,61.1,1,11,82,1,,,,
PIERCE,1995,Eatonville Police Department,"1,610",73,45.3,6,3.7,0,0,1,5,67,41.6,0,15,49,3,,,,
PIERCE,1996,Eatonville Police Department,"1,680",77,45.8,7,4.2,0,0,0,7,70,41.7,2,17,49,2,,,,
PIERCE,1997,Eatonville Police Department,"1,780",94,52.8,8,4.5,0,0,0,8,86,48.3,2,20,59,5,,,,
PIERCE,1998,Eatonville Police Department,"1,905",91,47.8,7,3.7,0,0,3,4,84,44.1,1,20,57,6,,,,
PIERCE,1999,Eatonville Police Department,"1,915",92,48,9,4.7,0,3,1,5,83,43.3,3,21,52,7,,,,
PIERCE,2000,Eatonville Police Department,"1,990",109,54.8,13,6.5,0,0,1,12,96,48.2,0,17,73,6,,,,
PIERCE,2001,Eatonville Police Department,"2,040",78,38.2,7,3.4,0,1,1,5,71,34.8,0,22,45,4,,,,
PIERCE,2002,Eatonville Police Department,"2,070",94,45.4,8,3.9,0,4,0,4,86,41.5,0,28,47,11,,,,
PIERCE,2003,Eatonville Police Department,"2,095",71,33.9,9,4.3,0,2,0,7,62,29.6,1,13,44,4,,,,
PIERCE,2004,Eatonville Police Department,"2,165",66,30.5,5,2.3,0,0,0,5,61,28.2,2,13,38,8,,,,
PIERCE,2005,Eatonville Police Department,"2,330",46,19.7,4,1.7,0,1,0,3,42,18,1,10,29,2,,,,
