COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,PRSNTOTAL,PRSNRATE,MURDER,MANSLAUGHTER,FORCIBLE_SEX,ASSAULT,NON_FORCIBLE_SEX,KIDNAPPING_ABDUCTION,HUMAN_TRAFFICKING,VIOL_OF_NO_CONTACT,PRPRTYTOTAL,PRPRTYRATE,ARSON,BRIBERY,BURGLARY,COUNTERFEITING_FORGERY,DESTRUCTION_OF_PROPERTY,EXTORTION_BLACKMAIL,ROBBERY,THEFT,SCTYTOTAL,SCTYRATE,DRUG_VIOLATIONS,GAMBLING_VIOLATIONS,PORNOGRAPHY,PROSTITUTION,WEAPON_LAW_VIOLATION,ANIMAL_CRUELTY
SPOKANE,2016,COUNTY TOTAL,"493,387","19,324",39.20,"4,904",9.90,7,0,293,"3,806",11,292,0,495,"13,811",28.00,13,0,"1,650",229,"3,111",16,105,"8,687",609,1.20,493,0,13,4,99,0
SPOKANE,2017,COUNTY TOTAL,"499,800","56,499",113.00,"13,069",26.10,13,1,538,"10,629",26,297,11,"1,554","41,144",82.30,61,0,"3,829",920,"9,620",46,282,"26,386","2,286",4.60,"1,913",0,56,17,276,24
SPOKANE,2018,COUNTY TOTAL,"507,950","58,630",115.40,"13,157",25.90,12,2,840,"10,383",18,206,7,"1,689","42,161",83.00,58,0,"3,531","1,107","9,560",79,383,"27,443","3,312",6.50,"2,829",0,71,30,369,13
SPOKANE,2019,COUNTY TOTAL,"515,250","52,761",102.40,"11,752",22.80,12,3,550,"9,072",31,191,10,"1,883","37,653",73.10,64,1,"3,139",883,"8,647",97,438,"24,384","3,356",6.50,"2,819",0,60,33,426,18
SPOKANE,2020,COUNTY TOTAL,"522,600","52,914",101.30,"10,992",21.00,26,4,414,"8,523",19,198,26,"1,782","39,290",75.20,132,2,"3,428",525,"8,894",95,392,"25,822","2,632",5.00,"2,054",0,70,30,469,9
SPOKANE,2012,Cheney Police Department,"10,820",744,68.76,216,19.96,0,0,8,195,0,0,0,13,489,45.19,1,0,79,7,111,1,7,283,39,3.60,33,0,1,0,5,0
SPOKANE,2013,Cheney Police Department,"11,070",615,55.56,186,16.80,1,0,3,173,0,1,0,8,413,37.31,0,0,67,6,97,0,7,236,16,1.45,12,0,1,0,3,0
SPOKANE,2014,Cheney Police Department,"11,310",659,58.27,249,22.02,0,0,13,217,0,3,0,16,396,35.01,0,0,61,3,87,0,4,241,14,1.24,8,0,0,0,6,0
SPOKANE,2015,Cheney Police Department,"11,440",636,55.59,203,17.74,0,0,15,171,1,2,0,14,415,36.28,0,0,42,7,108,1,4,253,18,1.57,14,0,1,0,3,0
SPOKANE,2016,Cheney Police Department,"11,650",791,67.90,291,24.98,0,0,17,265,0,0,0,9,487,41.80,0,0,57,8,94,2,3,323,13,1.12,12,0,0,0,1,0
SPOKANE,2017,Cheney Police Department,"11,880",632,53.20,293,24.66,0,0,14,263,0,1,0,15,322,27.10,0,0,38,11,67,0,3,203,17,1.43,13,0,0,0,4,0
SPOKANE,2018,Cheney Police Department,"12,200",702,57.54,385,31.56,0,0,20,339,1,0,1,24,299,24.51,0,0,55,13,65,2,0,164,18,1.48,10,0,0,0,8,0
SPOKANE,2019,Cheney Police Department,"12,410",638,51.41,278,22.40,0,0,22,239,0,0,0,17,329,26.51,0,0,58,16,72,3,6,174,31,2.50,25,0,1,0,5,0
SPOKANE,2020,Cheney Police Department,"12,640",524,41.46,152,12.03,0,0,14,113,0,0,0,25,356,28.16,0,0,49,9,50,3,0,245,16,1.27,10,0,1,1,4,0
SPOKANE,2012,Eastern Washington University Police Department,,209,,22,,0,0,3,19,0,0,0,0,149,,0,0,11,3,29,0,1,105,38,,38,0,0,0,0,0
SPOKANE,2013,Eastern Washington University Police Department,0,168,0.00,18,0.00,0,0,2,15,0,0,0,1,126,0.00,1,0,12,0,46,0,0,67,24,0.00,23,0,0,0,1,0
SPOKANE,2014,Eastern Washington University Police Department,0,135,0.00,11,0.00,0,0,3,8,0,0,0,0,102,0.00,1,0,3,0,43,0,1,54,22,0.00,21,0,0,0,1,0
SPOKANE,2015,Eastern Washington University Police Department,0,221,0.00,53,0.00,0,0,12,41,0,0,0,0,111,0.00,1,0,17,2,27,0,1,63,57,0.00,54,0,0,0,3,0
SPOKANE,2016,Eastern Washington University Police Department,0,211,0.00,50,0.00,0,0,10,39,0,1,0,0,98,0.00,0,0,11,1,40,0,1,45,63,0.00,62,0,0,0,1,0
SPOKANE,2017,Eastern Washington University Police Department,0,155,0.00,42,0.00,0,0,7,33,0,0,0,2,57,0.00,0,0,5,2,17,0,0,33,56,0.00,55,0,0,1,0,0
SPOKANE,2018,Eastern Washington University Police Department,0,124,0.00,30,0.00,0,0,2,26,0,0,0,2,70,0.00,0,0,1,4,28,2,0,35,24,0.00,22,0,0,0,2,0
SPOKANE,2019,Eastern Washington University Police Department,0,147,0.00,26,0.00,0,0,1,23,0,0,0,2,84,0.00,0,0,4,1,38,0,0,41,37,0.00,34,0,1,0,2,0
SPOKANE,2020,Eastern Washington University Police Department,0,50,0.00,13,0.00,0,0,0,12,0,0,0,1,27,0.00,1,0,2,0,8,0,0,16,10,0.00,9,0,1,0,0,0
SPOKANE,2012,Liberty Lake Police Department,"7,900",167,21.14,35,4.43,0,0,1,32,0,0,0,2,123,15.57,0,0,23,3,9,0,1,87,9,1.14,9,0,0,0,0,0
SPOKANE,2013,Liberty Lake Police Department,"8,190",214,26.13,58,7.08,0,0,3,55,0,0,0,0,141,17.22,0,0,20,3,17,0,0,101,15,1.83,15,0,0,0,0,0
SPOKANE,2014,Liberty Lake Police Department,"8,675",254,29.28,56,6.46,0,0,2,44,0,0,0,10,190,21.90,0,0,25,1,27,0,2,135,8,0.92,8,0,0,0,0,0
SPOKANE,2015,Liberty Lake Police Department,"8,975",280,31.20,65,7.24,0,0,2,55,0,0,0,8,199,22.17,0,0,41,4,30,0,1,123,16,1.78,15,0,1,0,0,0
SPOKANE,2016,Liberty Lake Police Department,"9,325",341,36.57,43,4.61,0,0,7,32,0,2,0,2,293,31.42,0,0,25,6,62,0,1,199,5,0.54,5,0,0,0,0,0
SPOKANE,2017,Liberty Lake Police Department,"9,910",299,30.17,37,3.73,0,0,5,29,0,1,0,2,231,23.31,0,0,23,6,37,0,2,163,31,3.13,28,0,1,0,2,0
SPOKANE,2018,Liberty Lake Police Department,"10,390",375,36.09,68,6.54,0,0,4,50,0,1,0,13,257,24.74,0,0,13,11,57,0,0,176,50,4.81,44,0,1,0,4,1
SPOKANE,2019,Liberty Lake Police Department,"11,000",417,37.91,66,6.00,0,0,0,45,0,2,0,19,314,28.55,0,0,29,8,55,0,3,219,37,3.36,31,0,0,0,6,0
SPOKANE,2020,Liberty Lake Police Department,"11,500",664,57.74,70,6.09,0,0,6,53,1,1,0,9,547,47.57,0,0,28,8,99,4,1,407,47,4.09,43,0,0,0,3,1
SPOKANE,2016,Spokane County Sheriffs Office,"154,470","3,789",24.53,909,5.88,3,0,56,628,5,87,0,130,"2,785",18.03,3,0,422,57,677,3,6,"1,617",95,0.62,70,0,3,2,20,0
SPOKANE,2017,Spokane County Sheriffs Office,"157,360","8,462",53.77,"1,767",11.23,5,0,64,"1,463",2,40,0,193,"6,338",40.28,7,0,864,162,"1,547",8,18,"3,732",357,2.27,288,0,14,4,40,11
SPOKANE,2018,Spokane County Sheriffs Office,"160,365","9,061",56.50,"1,680",10.48,3,1,109,"1,290",1,16,0,260,"6,587",41.08,8,0,726,169,"1,561",12,22,"4,089",794,4.95,695,0,21,1,73,4
SPOKANE,2019,Spokane County Sheriffs Office,"163,575","7,480",45.73,"1,461",8.93,5,0,72,"1,053",5,17,1,308,"5,317",32.50,11,0,574,149,"1,305",23,21,"3,234",702,4.29,644,0,10,2,44,2
SPOKANE,2020,Spokane County Sheriffs Office,"167,360","9,124",54.52,"1,469",8.78,3,1,73,"1,061",3,31,2,295,"7,089",42.36,13,0,617,102,"1,549",18,24,"4,766",566,3.38,470,0,17,4,70,5
SPOKANE,2016,Spokane Police Department,"215,357","9,115",42.33,"2,573",11.95,1,0,155,"2,088",4,93,0,232,"6,247",29.01,8,0,661,108,"1,372",7,66,"4,025",295,1.37,227,0,7,2,59,0
SPOKANE,2017,Spokane Police Department,"217,300","36,451",167.75,"8,823",40.60,5,1,363,"7,150",23,187,11,"1,083","26,182",120.49,49,0,"2,247",541,"6,159",31,228,"16,927","1,446",6.65,"1,206",0,35,10,187,8
SPOKANE,2018,Spokane Police Department,"220,100","37,429",170.05,"8,877",40.33,8,0,572,"7,039",11,140,6,"1,101","26,805",121.79,45,0,"2,176",693,"6,075",42,297,"17,477","1,747",7.94,"1,458",0,37,29,216,7
SPOKANE,2019,Spokane Police Department,"222,000","32,950",148.42,"7,973",35.91,6,1,369,"6,243",24,119,8,"1,203","23,201",104.51,47,0,"1,893",497,"5,406",48,321,"14,989","1,776",8.00,"1,432",0,28,26,281,9
SPOKANE,2020,Spokane Police Department,"223,600","31,038",138.81,"7,293",32.62,19,2,270,"5,730",15,115,24,"1,118","22,445",100.38,107,0,"1,905",273,"5,354",50,282,"14,474","1,300",5.81,950,0,32,21,295,2
SPOKANE,2016,Spokane Valley Police Department,"94,160","4,622",49.09,965,10.25,3,0,47,698,2,109,0,106,"3,535",37.54,2,0,437,45,820,4,27,"2,200",122,1.30,101,0,3,0,18,0
SPOKANE,2017,Spokane Valley Police Department,"94,890","9,968",105.05,"1,987",20.94,2,0,79,"1,609",1,65,0,231,"7,628",80.39,5,0,620,193,"1,724",7,29,"5,050",353,3.72,298,0,6,2,42,5
SPOKANE,2018,Spokane Valley Police Department,"95,810","9,889",103.21,"1,921",20.05,1,1,119,"1,498",5,46,0,251,"7,358",76.80,3,0,487,196,"1,644",20,60,"4,948",610,6.37,536,0,12,0,61,1
SPOKANE,2019,Spokane Valley Police Department,"96,720","10,096",104.38,"1,744",18.03,1,2,75,"1,333",2,44,1,286,"7,671",79.31,4,1,515,181,"1,661",22,82,"5,205",681,7.04,574,0,19,2,81,5
SPOKANE,2020,Spokane Valley Police Department,"97,490","10,737",110.13,"1,857",19.05,3,1,45,"1,464",0,49,0,295,"8,237",84.49,11,2,756,123,"1,749",19,78,"5,499",643,6.60,531,0,19,2,91,0
STATEWIDE,2012,STATEWIDE TOTALS,"4,424,469","330,669",74.70,"64,472",14.60,140,9,"3,688","50,446",307,645,0,"9,237","240,756",54.40,776,6,"37,859","3,904","49,229",101,"3,807","145,074","25,441",5.80,"21,179",2,181,610,"3,469",0
STATEWIDE,2013,STATEWIDE TOTALS,"4,833,361","346,690",71.70,"67,539",14.00,127,13,"3,604","52,331",295,674,3,"10,492","257,356",53.20,758,8,"38,490","4,131","51,236",115,"4,114","158,504","21,795",4.50,"17,022",0,231,627,"3,915",0
STATEWIDE,2014,STATEWIDE TOTALS,"5,231,712","374,452",71.60,"73,175",14.00,135,12,"4,101","56,137",307,838,6,"11,639","278,057",53.10,839,4,"39,755","4,143","49,845",133,"4,327","179,011","23,220",4.40,"18,321",4,269,807,"3,819",0
STATEWIDE,2015,STATEWIDE TOTALS,"6,076,465","388,423",63.90,"77,796",12.80,164,6,"4,326","59,124",295,855,23,"13,003","285,775",47.00,924,10,"39,686","4,480","53,618",197,"4,392","182,468","24,852",4.10,"19,387",2,290,762,"4,411",0
STATEWIDE,2016,STATEWIDE TOTALS,"6,645,947","448,677",67.50,"88,329",13.30,177,8,"5,251","66,864",351,"1,218",18,"14,442","329,534",49.60,954,8,"42,553","5,751","62,660",251,"4,987","212,370","30,814",4.60,"24,633",1,438,773,"4,969",0
STATEWIDE,2017,STATEWIDE TOTALS,"6,769,937","468,680",69.20,"97,320",14.40,199,5,"5,815","74,118",397,"1,200",30,"15,556","337,059",49.80,956,8,"40,694","6,272","66,030",413,"5,002","217,684","34,301",5.10,"27,146",5,525,920,"5,518",187
STATEWIDE,2018,STATEWIDE TOTALS,"7,400,602","471,159",63.70,"103,493",14.00,220,9,"6,517","78,446",309,"1,262",45,"16,685","330,494",44.70,"1,025",8,"38,556","6,279","64,143",559,"5,476","214,448","37,172",5.00,"30,161",4,644,445,"5,756",162
STATEWIDE,2019,STATEWIDE TOTALS,"7,520,805","456,971",60.80,"102,335",13.60,201,17,"6,217","77,297",275,"1,363",56,"16,909","316,792",42.10,935,15,"35,525","5,861","61,408",525,"5,235","207,288","37,844",5.00,"30,632",1,729,638,"5,650",194
STATEWIDE,2020,STATEWIDE TOTALS,"7,634,791","499,418",65.40,"99,571",13.00,302,34,"5,165","74,340",266,"1,377",85,"18,002","367,779",48.20,"1,348",17,"41,601","4,566","68,911",681,"5,260","245,395","32,068",4.20,"24,850",2,771,425,"5,807",213
STEVENS,2012,COUNTY TOTAL,"43,700","1,962",44.90,612,14.00,0,0,35,443,0,8,0,126,"1,225",28.00,1,0,304,8,247,0,1,664,125,2.90,100,0,2,0,23,0
STEVENS,2013,COUNTY TOTAL,"43,800","1,720",39.30,606,13.80,2,0,44,428,0,4,0,128,"1,043",23.80,2,0,277,8,172,0,6,578,71,1.60,58,0,2,0,11,0
STEVENS,2014,COUNTY TOTAL,"43,911","1,865",42.50,612,13.90,1,0,46,408,0,8,0,149,"1,178",26.80,1,0,297,5,251,0,0,624,75,1.70,59,0,1,0,15,0
STEVENS,2015,COUNTY TOTAL,"43,731","1,828",41.80,647,14.80,4,0,50,438,0,3,0,152,"1,105",25.30,0,0,311,7,219,0,7,561,76,1.70,62,0,1,0,13,0
STEVENS,2016,COUNTY TOTAL,"43,807","1,579",36.00,502,11.50,1,0,32,358,0,5,0,106,"1,002",22.90,2,0,295,11,212,0,3,479,75,1.70,52,0,3,0,20,0
STEVENS,2017,COUNTY TOTAL,"44,197","1,447",32.70,512,11.60,0,0,14,385,0,7,0,106,854,19.30,2,0,200,3,180,0,2,467,81,1.80,62,0,3,0,16,0
STEVENS,2018,COUNTY TOTAL,"44,715","1,127",25.20,491,11.00,1,0,20,358,0,7,0,105,570,12.70,3,0,119,6,163,0,1,278,66,1.50,52,0,1,0,13,0
STEVENS,2019,COUNTY TOTAL,"45,570","1,273",27.90,459,10.10,1,1,35,316,0,2,0,104,743,16.30,2,0,154,4,198,1,3,381,71,1.60,53,0,1,0,16,1
STEVENS,2020,COUNTY TOTAL,"45,929","1,313",28.60,527,11.50,2,0,20,368,0,4,0,133,713,15.50,2,0,138,10,193,1,4,365,73,1.60,50,0,4,0,18,1
STEVENS,2012,Chewelah Police Department,"2,620",241,91.98,74,28.24,0,0,1,55,0,1,0,17,143,54.58,0,0,18,1,33,0,1,90,24,9.16,23,0,0,0,1,0
STEVENS,2013,Chewelah Police Department,"2,615",150,57.36,41,15.68,0,0,0,29,0,1,0,11,103,39.39,0,0,22,2,18,0,1,60,6,2.29,5,0,0,0,1,0
STEVENS,2014,Chewelah Police Department,"2,615",187,71.51,53,20.27,0,0,0,45,0,0,0,8,129,49.33,0,0,21,1,23,0,0,84,5,1.91,5,0,0,0,0,0
STEVENS,2015,Chewelah Police Department,"2,650",232,87.55,75,28.30,0,0,0,56,0,0,0,19,142,53.58,0,0,42,1,24,0,0,75,15,5.66,15,0,0,0,0,0
STEVENS,2016,Chewelah Police Department,"2,650",136,51.32,38,14.34,0,0,0,27,0,0,0,11,91,34.34,0,0,22,0,19,0,0,50,7,2.64,4,0,0,0,3,0
STEVENS,2017,Chewelah Police Department,"2,655",144,54.24,54,20.34,0,0,0,49,0,1,0,4,72,27.12,0,0,14,1,12,0,0,45,18,6.78,17,0,0,0,1,0
STEVENS,2018,Chewelah Police Department,"2,670",89,33.33,32,11.99,0,0,0,25,0,1,0,6,48,17.98,0,0,5,0,12,0,0,31,9,3.37,9,0,0,0,0,0
STEVENS,2019,Chewelah Police Department,"2,765",89,32.19,26,9.40,0,0,1,21,0,0,0,4,54,19.53,0,0,5,0,12,0,0,37,9,3.25,5,0,0,0,3,1
STEVENS,2020,Chewelah Police Department,"2,715",67,24.68,33,12.15,1,0,2,24,0,0,0,6,31,11.42,0,0,3,1,6,0,1,20,3,1.10,3,0,0,0,0,0
STEVENS,2012,Colville Police Department,"4,695",208,44.30,52,11.08,0,0,0,36,0,0,0,16,154,32.80,0,0,11,2,14,0,0,127,2,0.43,2,0,0,0,0,0
STEVENS,2013,Colville Police Department,"4,685",264,56.35,70,14.94,0,0,0,62,0,0,0,8,193,41.20,0,0,27,0,7,0,2,157,1,0.21,0,0,0,0,1,0
STEVENS,2014,Colville Police Department,"4,701",176,37.44,57,12.13,0,0,0,41,0,0,0,16,119,25.31,0,0,11,0,5,0,0,103,0,0.00,0,0,0,0,0,0
STEVENS,2015,Colville Police Department,"4,705",183,38.89,68,14.45,0,0,1,47,0,1,0,19,109,23.17,0,0,9,0,6,0,1,93,6,1.28,4,0,0,0,2,0
STEVENS,2016,Colville Police Department,"4,730",210,44.40,85,17.97,0,0,0,53,0,0,0,32,124,26.22,0,0,13,0,6,0,1,104,1,0.21,0,0,0,0,1,0
STEVENS,2017,Colville Police Department,"4,730",205,43.34,58,12.26,0,0,0,43,0,0,0,15,140,29.60,0,0,7,0,8,0,0,125,7,1.48,4,0,0,0,3,0
STEVENS,2018,Colville Police Department,"4,745",126,26.55,68,14.33,0,0,2,44,0,1,0,21,57,12.01,0,0,5,0,2,0,0,50,1,0.21,0,0,0,0,1,0
STEVENS,2019,Colville Police Department,"4,760",92,19.33,36,7.56,0,0,0,28,0,0,0,8,53,11.13,0,0,7,0,2,0,0,44,3,0.63,1,0,0,0,2,0
STEVENS,2020,Colville Police Department,"4,750",117,24.63,52,10.95,0,0,0,38,0,0,0,14,63,13.26,0,0,10,0,9,0,1,43,2,0.42,0,0,0,0,2,0
STEVENS,2012,Kettle Falls Police Department,"1,600",113,70.63,35,21.88,0,0,0,28,0,0,0,7,70,43.75,0,0,8,1,11,0,0,50,8,0.50,3,0,1,0,4,0
STEVENS,2013,Kettle Falls Police Department,"1,595",84,52.66,28,17.55,0,0,1,23,0,0,0,4,46,28.84,0,0,10,2,5,0,0,29,10,6.27,8,0,0,0,2,0
STEVENS,2014,Kettle Falls Police Department,"1,610",69,42.86,16,9.94,0,0,0,14,0,0,0,2,41,25.47,0,0,9,0,6,0,0,26,12,7.45,12,0,0,0,0,0
STEVENS,2015,Kettle Falls Police Department,"1,606",73,45.45,27,16.81,0,0,3,16,0,0,0,8,42,26.15,0,0,6,0,9,0,2,25,4,2.49,3,0,0,0,1,0
STEVENS,2016,Kettle Falls Police Department,"1,615",50,30.96,21,13.00,0,0,0,16,0,0,0,5,29,17.96,0,0,11,1,5,0,1,11,0,0.00,0,0,0,0,0,0
STEVENS,2017,Kettle Falls Police Department,"1,620",66,40.74,30,18.52,0,0,2,23,0,0,0,5,35,21.60,0,0,12,0,8,0,0,15,1,0.62,0,0,1,0,0,0
STEVENS,2018,Kettle Falls Police Department,"1,640",88,53.66,43,26.22,0,0,2,38,0,0,0,3,42,25.61,0,0,11,2,12,0,1,16,3,1.83,2,0,0,0,1,0
STEVENS,2019,Kettle Falls Police Department,"1,650",54,32.73,24,14.55,0,0,0,20,0,0,0,4,24,14.55,0,0,1,1,6,0,0,16,6,3.64,4,0,1,0,1,0
STEVENS,2020,Kettle Falls Police Department,"1,644",74,45.01,23,13.99,0,0,2,13,0,0,0,8,43,26.16,0,0,6,0,9,0,0,28,8,4.87,6,0,0,0,1,1
STEVENS,2012,Springdale Police Department,280,16,57.14,7,25.00,0,0,1,5,0,1,0,0,5,17.86,0,0,3,0,1,0,0,1,4,14.29,4,0,0,0,0,0
STEVENS,2013,Springdale Police Department,280,6,21.43,2,7.14,0,0,0,2,0,0,0,0,4,14.29,0,0,1,1,2,0,0,0,0,0.00,0,0,0,0,0,0
STEVENS,2014,Springdale Police Department,285,5,17.54,0,0.00,0,0,0,0,0,0,0,0,4,14.04,0,0,1,0,1,0,0,2,1,3.51,1,0,0,0,0,0
STEVENS,2012,Stevens County Sheriffs Office,"34,505","1,384",40.11,444,12.87,0,0,33,319,0,6,0,86,853,24.72,1,0,264,4,188,0,0,396,87,2.52,68,0,1,0,18,0
STEVENS,2013,Stevens County Sheriffs Office,"34,625","1,216",35.12,465,13.43,2,0,43,312,0,3,0,105,697,20.13,2,0,217,3,140,0,3,332,54,1.56,45,0,2,0,7,0
STEVENS,2014,Stevens County Sheriffs Office,"34,700","1,428",41.15,486,14.01,1,0,46,308,0,8,0,123,885,25.50,1,0,255,4,216,0,0,409,57,1.64,41,0,1,0,15,0
STEVENS,2015,Stevens County Sheriffs Office,"34,770","1,340",38.54,477,13.72,4,0,46,319,0,2,0,106,812,23.35,0,0,254,6,180,0,4,368,51,1.47,40,0,1,0,10,0
STEVENS,2016,Stevens County Sheriffs Office,"34,812","1,183",33.98,358,10.28,1,0,32,262,0,5,0,58,758,21.77,2,0,249,10,182,0,1,314,67,1.92,48,0,3,0,16,0
STEVENS,2017,Stevens County Sheriffs Office,"35,192","1,032",29.32,370,10.51,0,0,12,270,0,6,0,82,607,17.25,2,0,167,2,152,0,2,282,55,1.56,41,0,2,0,12,0
STEVENS,2018,Stevens County Sheriffs Office,"35,660",824,23.11,348,9.76,1,0,16,251,0,5,0,75,423,11.86,3,0,98,4,137,0,0,181,53,1.49,41,0,1,0,11,0
STEVENS,2019,Stevens County Sheriffs Office,"36,395","1,038",28.52,373,10.25,1,1,34,247,0,2,0,88,612,16.82,2,0,141,3,178,1,3,284,53,1.46,43,0,0,0,10,0
STEVENS,2020,Stevens County Sheriffs Office,"36,820","1,055",28.65,419,11.38,1,0,16,293,0,4,0,105,576,15.64,2,0,119,9,169,1,2,274,60,1.63,41,0,4,0,15,0
THURSTON,2012,COUNTY TOTAL,"140,700","6,205",44.10,"1,115",7.90,1,0,98,759,7,27,0,223,"4,716",33.50,22,0,"1,227",84,643,4,27,"2,709",374,2.70,334,0,6,0,34,0
THURSTON,2013,COUNTY TOTAL,"141,500","5,488",38.80,"1,220",8.60,5,0,83,860,17,21,0,234,"4,049",28.60,12,0,"1,145",65,632,2,33,"2,160",219,1.50,182,0,7,0,30,0
THURSTON,2014,COUNTY TOTAL,"264,602","14,868",56.20,"3,035",11.50,3,1,199,"2,140",23,82,0,587,"10,978",41.50,31,0,"1,878",228,"1,917",5,116,"6,803",855,3.20,714,1,16,14,110,0
THURSTON,2015,COUNTY TOTAL,"267,603","15,941",59.60,"3,225",12.10,3,0,217,"2,232",10,73,0,690,"11,879",44.40,38,0,"1,765",314,"2,053",7,118,"7,584",837,3.10,709,0,15,2,111,0
THURSTON,2016,COUNTY TOTAL,"270,352","16,366",60.50,"3,221",11.90,6,0,176,"2,216",11,63,0,749,"12,170",45.00,20,0,"1,604",462,"2,138",5,109,"7,832",975,3.60,824,0,21,1,129,0
THURSTON,2017,COUNTY TOTAL,"276,902","15,497",56.00,"3,476",12.60,8,0,235,"2,377",22,65,0,769,"11,107",40.10,26,0,"1,561",424,"1,929",12,131,"7,024",914,3.30,747,0,28,2,136,1
THURSTON,2018,COUNTY TOTAL,"281,726","14,769",52.40,"3,636",12.90,8,0,251,"2,515",14,75,0,773,"10,069",35.70,36,0,"1,447",317,"1,955",6,102,"6,206","1,064",3.80,885,0,36,1,131,11
THURSTON,2019,COUNTY TOTAL,"285,800","14,259",49.90,"3,489",12.20,5,1,249,"2,425",15,56,0,738,"9,618",33.70,29,2,"1,218",309,"1,708",6,130,"6,216","1,152",4.00,943,0,53,6,142,8
THURSTON,2020,COUNTY TOTAL,"291,000","14,131",48.60,"3,340",11.50,3,0,221,"2,309",17,66,0,724,"10,097",34.70,30,0,"1,093",349,"1,910",18,130,"6,567",694,2.40,554,0,34,0,93,13
THURSTON,2012,Evergreen State College Police Department,,300,,4,,0,0,1,3,0,0,0,0,200,,1,0,13,2,82,0,0,102,96,,96,0,0,0,0,0
THURSTON,2013,Evergreen State College Police Department,0,218,0.00,10,0.00,0,0,3,5,0,0,0,2,160,0.00,0,0,16,0,50,0,1,93,48,0.00,48,0,0,0,0,0
THURSTON,2014,Evergreen State College Police Department,0,230,0.00,13,0.00,0,0,1,9,0,1,0,2,168,0.00,2,0,13,1,76,0,0,76,49,0.00,49,0,0,0,0,0
THURSTON,2015,Evergreen State College Police Department,0,215,0.00,8,0.00,0,0,4,3,0,1,0,0,183,0.00,0,0,19,0,78,0,0,86,24,0.00,24,0,0,0,0,0
THURSTON,2016,Evergreen State College Police Department,0,221,0.00,12,0.00,0,0,1,10,0,0,0,1,174,0.00,0,0,6,3,83,0,1,81,35,0.00,35,0,0,0,0,0
THURSTON,2017,Evergreen State College Police Department,0,150,0.00,12,0.00,0,0,1,10,0,0,0,1,114,0.00,0,0,0,0,73,0,0,41,24,0.00,23,0,0,0,1,0
THURSTON,2018,Evergreen State College Police Department,0,149,0.00,6,0.00,0,0,2,4,0,0,0,0,115,0.00,0,0,2,2,73,0,0,38,28,0.00,28,0,0,0,0,0
THURSTON,2019,Evergreen State College Police Department,0,182,0.00,16,0.00,0,0,2,10,0,0,0,4,133,0.00,0,0,0,1,91,2,0,39,33,0.00,32,0,0,0,1,0
